,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
2521,Flora,Angiospermas,Bromeliaceae,Portea fosteriana,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,ES
2522,Flora,Angiospermas,Bromeliaceae,Portea grandiflora,Vulnerável (VU),VU,Mata Atlântica,Vazio,Sim,Não,2,Sim,BA
2523,Flora,Angiospermas,Bromeliaceae,Portea kermesina,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,BA
2524,Flora,Angiospermas,Bromeliaceae,Portea nana,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,BA
2525,Flora,Angiospermas,Portulacaceae,Portulaca hatschbachii,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,PR
2526,Fauna,Aves,Rallidae,Porzana spiloptera,Em Perigo (EN),EN,Pampa,"Agropecuária,Assentamento Humano: cidades,Espécies Exóticas,Mineração,Transporte Diversos,Poluição,Queimadas",Não,Sim,2,Não,RS
2527,Fauna,Peixes Marinhos,Ariidae,Potamarius grandoculis,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Marinho,Poluição,Não,Não,1,Sim,"ES,RJ"
2528,Fauna,Peixes Continentais,Batrachoididae,Potamobatrachus trispinosus,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,2,Sim,PA
2529,Fauna,Invertebrados Aquáticos,Hydrobiidae,Potamolithus karsticus,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Espécies Exóticas,Mineração,Turismo/Recreação,Poluição",Não,Não,1,Sim,SP
2530,Fauna,Invertebrados Aquáticos,Hydrobiidae,Potamolithus troglobius,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Espécies Exóticas,Mineração,Turismo/Recreação,Poluição",Sim,Não,3,Sim,SP
2531,Flora,Angiospermas,Sapotaceae,Pouteria bapeba,Criticamente em Perigo (CR),CR,Mata Atlântica,Vazio,Sim,Não,2,Sim,"BA,ES"
2532,Flora,Angiospermas,Sapotaceae,Pouteria bullata,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Extração de Madeira",Sim,Não,2,Informação não disponível,"BA,ES,PR,RJ,SP"
2533,Flora,Angiospermas,Sapotaceae,Pouteria butyrocarpa,Criticamente em Perigo (CR),CR,Mata Atlântica,Extração de Madeira,Sim,Não,2,Sim,"BA,ES"
2534,Flora,Angiospermas,Sapotaceae,Pouteria coelomatica,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,"BA,ES,RJ"
2535,Flora,Angiospermas,Sapotaceae,Pouteria decussata,Em Perigo (EN),EN,Amazônia,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,3,Sim,"AP,PA"
2536,Flora,Angiospermas,Sapotaceae,Pouteria furcata,Em Perigo (EN),EN,"Caatinga,Cerrado",Assentamento Humano: cidades,Sim,Sim,3,Sim,"MA,PI"
2537,Flora,Angiospermas,Sapotaceae,Pouteria macahensis,Em Perigo (EN),EN,Mata Atlântica,"Queimadas, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"AL,BA,ES,RJ,SE"
2538,Flora,Angiospermas,Sapotaceae,Pouteria multiflora,Vulnerável (VU),VU,Amazônia,Vazio,Sim,Não,2,Não,"AC,PA"
2539,Flora,Angiospermas,Sapotaceae,Pouteria oxypetala,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,SP
2540,Flora,Angiospermas,Sapotaceae,Pouteria pachycalyx,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"ES,MT,PE"
2541,Flora,Angiospermas,Sapotaceae,Pouteria petiolata,Vulnerável (VU),VU,Amazônia,Extração de Madeira,Sim,Não,1,Não,"AM,PA"
2542,Flora,Angiospermas,Sapotaceae,Pouteria vernicosa,Vulnerável (VU),VU,Amazônia,Barragens,Sim,Não,2,Não,AM
2543,Flora,Angiospermas,Sapotaceae,Pouteria virescens,Em Perigo (EN),EN,Amazônia,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"AM,PA"
2544,Flora,Angiospermas,Sapotaceae,Pradosia granulosa,Vulnerável (VU),VU,Amazônia,"Extração de Madeira,Mineração,Barragens",Sim,Não,1,Sim,"MA,PA"
2545,Flora,Angiospermas,Sapotaceae,Pradosia kuhlmannii,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras,Poluição,Assentamento Humano: cidades",Sim,Não,2,Sim,RJ
2546,Flora,Angiospermas,Sapotaceae,Pradosia subverticillata,Vulnerável (VU),VU,Amazônia,Vazio,Sim,Não,1,Sim,"AM,PA"
2547,Flora,Angiospermas,Sapotaceae,Pradosia verticillata,Em Perigo (EN),EN,Amazônia,Barragens,Sim,Não,2,Não,AM
2548,Fauna,Invertebrados Terrestres,Nymphalidae,Prepona deiphile,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Caça/Pesca",Sim,Não,3,Sim,"ES,MG,PR,RJ,SC,SP"
2549,Flora,Angiospermas,Gentianaceae,Prepusa hookeriana,Em Perigo (EN),EN,Mata Atlântica,"Queimadas,Espécies Invasoras",Sim,Sim,2,Sim,RJ
2550,Flora,Angiospermas,Gentianaceae,Prepusa viridiflora,Em Perigo (EN),EN,Mata Atlântica,"Espécies Invasoras,Queimadas",Sim,Não,2,Sim,ES
2551,Flora,Angiospermas,Apocynaceae,Prestonia solanifolia,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Informação não disponível,"MG,RJ,SP"
2552,Flora,Briófitas,Bruchiaceae,Pringleella subulata,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Desenvolvimento e Infraestrutura,Queimadas",Sim,Não,2,Sim,"MG,RJ"
2553,Fauna,Mamíferos,Dasypodidae,Priodontes maximus,Vulnerável (VU),VU,"Amazônia,Cerrado,Mata Atlântica,Pantanal","Agropecuária,Caça/Pesca,Transporte Diversos,Queimadas",Sim,Sim,4,Não,"AC,AM,AP,BA,DF,ES,GO,MA,MG,MS,MT,PA,PI,RJ,RO,RR,SP,TO"
2554,Fauna,Peixes Marinhos,Pristidae,Pristis pectinata,Criticamente em Perigo (CR),CR,Marinho,"Caça/Pesca,Remoção de corais",Sim,Sim,2,Não,"AL,AP,BA,CE,ES,MA,PA,PB,PE,PI,PR,RJ,RN,RS,SC,SE,SP"
2555,Fauna,Peixes Marinhos,Pristidae,Pristis pristis,Criticamente em Perigo (CR),CR,Marinho,Caça/Pesca,Sim,Sim,2,Não,"AP,MA,PA"
2556,Fauna,Aves,Procellariidae,Procellaria aequinoctialis,Vulnerável (VU),VU,Marinho,"Espécies Exóticas,Caça/Pesca,Poluição",Sim,Sim,3,Não,"BA,ES,PA,PR,RJ,RS,SC,SE,SP"
2557,Fauna,Aves,Procellariidae,Procellaria conspicillata,Vulnerável (VU),VU,Marinho,"Desastres Naturais,Espécies Exóticas,Caça/Pesca,Poluição,Queimadas",Sim,Sim,3,Não,"BA,ES,PR,RJ,RS,SC,SE,SP"
2558,Fauna,Répteis,Gymnophthalmidae,Procellosaurinus tetradactylus,Em Perigo (EN),EN,Caatinga,"Assentamento Humano: cidades,Mineração,Outras Atividades Econômicas: energia",Sim,Não,1,Sim,BA
2559,Fauna,Anfíbios,Odontophrynidae,Proceratophrys moratoi,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Agropecuária,Assentamento Humano: cidades,Barragens,Abastecimento/Drenagem",Sim,Sim,2,Sim,SP
2560,Fauna,Anfíbios,Odontophrynidae,Proceratophrys palustris,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Mineração",Não,Sim,2,Sim,MG
2561,Fauna,Anfíbios,Odontophrynidae,Proceratophrys sanctaritae,Criticamente em Perigo (CR),CR,"Caatinga,Cerrado,Mata Atlântica","Agropecuária,Extração Florestal,Mudança na dinâmica das espécies nativas",Não,Sim,2,Sim,BA
2562,Fauna,Peixes Continentais,Prochilodontidae,Prochilodus britskii,Em Perigo (EN),EN,Amazônia,"Agropecuária,Assentamento Humano: cidades",Não,Sim,2,Sim,MT
2563,Fauna,Peixes Continentais,Prochilodontidae,Prochilodus vimboides,Vulnerável (VU),VU,"Cerrado,Mata Atlântica","Turismo/Recreação,Queimadas",Sim,Sim,3,Sim,"BA,ES,MG,RJ,SP"
2564,Fauna,Aves,Cotingidae,Procnias albus wallacei,Vulnerável (VU),VU,Amazônia,"Agropecuária,Mineração",Sim,Sim,3,Sim,"PA,RR"
2565,Fauna,Invertebrados Terrestres,Olpiidae,Progarypus nigrimanus,Criticamente em Perigo (CR),CR,Mata Atlântica,"Turismo/Recreação,Poluição",Sim,Não,1,Sim,SP
2566,Fauna,Peixes Marinhos,Chaetodontidae,Prognathodes obliquus,Vulnerável (VU),VU,Marinho,"Caça/Pesca,Remoção de corais,Mudança na dinâmica das espécies nativas,Transporte Diversos,Poluição",Sim,Sim,3,Sim,PE
2567,Flora,Angiospermas,Asteraceae,Proteopsis argentea,Vulnerável (VU),VU,Cerrado,Extração Direta,Sim,Sim,2,Sim,MG
2568,Flora,Angiospermas,Burseraceae,Protium bahianum,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,"BA,SE"
2569,Flora,Angiospermas,Burseraceae,Protium giganteum var. crassifolium,Vulnerável (VU),VU,Amazônia,Agropecuária,Sim,Não,1,Não,"AM,AP,PA"
2570,Flora,Angiospermas,Burseraceae,Protium icicariba var. talmonii,Em Perigo (EN),EN,Mata Atlântica,"Extração Direta, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,BA
2571,Flora,Angiospermas,Burseraceae,Protium inodorum,Em Perigo (EN),EN,Amazônia,"Agropecuária,Extração de Madeira",Sim,Não,3,Não,"AP,PA"
2572,Fauna,Invertebrados Terrestres,Chthoniidae,Pseudochthonius biseriatus,Criticamente em Perigo (CR),CR,Cerrado,"Assentamento Humano: cidades,Assentamento Humano: rurais",Sim,Não,3,Sim,MG
2573,Fauna,Invertebrados Terrestres,Hesperiidae,Pseudocroniades machaon seabrai,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano: cidades,Não,Sim,1,Sim,RJ
2574,Flora,Angiospermas,Orchidaceae,Pseudolaelia brejetubensis,Criticamente em Perigo (CR),CR,Mata Atlântica,Turismo/Recreação,Não,Não,2,Sim,ES
2575,Flora,Angiospermas,Orchidaceae,Pseudolaelia canaanensis,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG"
2576,Flora,Angiospermas,Orchidaceae,Pseudolaelia cipoensis,Criticamente em Perigo (CR),CR,Cerrado,Turismo/Recreação,Sim,Sim,3,Sim,MG
2577,Flora,Angiospermas,Orchidaceae,Pseudolaelia citrina,Em Perigo (EN),EN,Mata Atlântica,"Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"ES,MG"
2578,Flora,Angiospermas,Orchidaceae,Pseudolaelia dutrae,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG"
2579,Flora,Pteridófitas,Lycopodiaceae,Pseudolycopodiella benjaminiana,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Não,2,Sim,"GO,MG,MT"
2580,Fauna,Invertebrados Terrestres,Spirostreptidae,Pseudonannolene ambuatinga,Em Perigo (EN),EN,Cerrado,Mineração,Não,Não,1,Sim,MG
2581,Fauna,Invertebrados Terrestres,Spirostreptidae,Pseudonannolene gogo,Vulnerável (VU),VU,Mata Atlântica,Mineração,Não,Não,0,Sim,MG
2582,Fauna,Invertebrados Terrestres,Spirostreptidae,Pseudonannolene imbirensis,Em Perigo (EN),EN,Cerrado,"Turismo/Recreação,Poluição,Assoreamento",Sim,Não,1,Sim,GO
2583,Fauna,Invertebrados Terrestres,Spirostreptidae,Pseudonannolene spelaea,Criticamente em Perigo (CR),CR,Amazônia,Mineração,Não,Não,1,Sim,PA
2584,Fauna,Invertebrados Terrestres,Spirostreptidae,Pseudonannolene tocaiensis,Criticamente em Perigo (CR),CR,Cerrado,Mudança na dinâmica das espécies nativas,Sim,Não,1,Sim,SP
2585,Fauna,Aves,Furnariidae,Pseudoseisura lophotes,Vulnerável (VU),VU,Pampa,"Agropecuária,Extração Florestal,Queimadas",Sim,Sim,2,Não,RS
2586,Fauna,Peixes Continentais,Loricariidae,Pseudotocinclus juquiae,Criticamente em Perigo (CR),CR,Mata Atlântica,Poluição,Não,Sim,1,Sim,SP
2587,Fauna,Peixes Continentais,Loricariidae,Pseudotocinclus tietensis,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Assentamento Humano: cidades,Poluição",Sim,Sim,2,Sim,SP
2588,Flora,Angiospermas,Iridaceae,Pseudotrimezia brevistamina,Criticamente em Perigo (CR),CR,Cerrado,Extração de Madeira,Sim,Sim,3,Sim,MG
2589,Flora,Angiospermas,Iridaceae,Pseudotrimezia concava,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária,Sim,Sim,2,Sim,MG
2590,Flora,Angiospermas,Iridaceae,Pseudotrimezia elegans,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária,Sim,Não,2,Sim,MG
2591,Flora,Angiospermas,Iridaceae,Pseudotrimezia gracilis,Criticamente em Perigo (CR),CR,Cerrado,Extração de Madeira,Sim,Sim,3,Informação não disponível,MG
2592,Flora,Angiospermas,Iridaceae,Pseudotrimezia synandra,Em Perigo (EN),EN,Cerrado,Agropecuária,Sim,Sim,2,Informação não disponível,MG
2593,Flora,Angiospermas,Iridaceae,Pseudotrimezia tenuissima,Em Perigo (EN),EN,Cerrado,Mineração,Sim,Sim,2,Sim,MG
2594,Flora,Angiospermas,Myrtaceae,Psidium giganteum,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SP
2595,Flora,Angiospermas,Myrtaceae,Psidium reptans,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Espécies Invasoras",Sim,Não,2,Sim,PR
2596,Fauna,Aves,Psophiidae,Psophia dextralis,Vulnerável (VU),VU,Amazônia,"Agropecuária,Caça/Pesca",Sim,Sim,4,Sim,"MT,PA"
2597,Fauna,Aves,Psophiidae,Psophia interjecta,Vulnerável (VU),VU,Amazônia,"Agropecuária,Caça/Pesca",Sim,Sim,4,Sim,PA
2598,Fauna,Aves,Psophiidae,Psophia obscura,Criticamente em Perigo (CR),CR,Amazônia,"Agropecuária,Caça/Pesca",Sim,Sim,3,Sim,"MA,PA"
2599,Flora,Angiospermas,Rubiaceae,Psychotria loefgrenii,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,SP
2600,Flora,Angiospermas,Rubiaceae,Psychotria microcarpa,Em Perigo (EN),EN,"Cerrado,Mata Atlântica",Vazio,Sim,Sim,2,Informação não disponível,"MG,SP"
2601,Flora,Angiospermas,Rubiaceae,Psychotria paludosa,Em Perigo (EN),EN,"Cerrado,Mata Atlântica",Vazio,Não,Não,1,Sim,"MG,SP"
2602,Fauna,Invertebrados Terrestres,Theraphosidae,Pterinopelma sazimai,Vulnerável (VU),VU,"Caatinga,Cerrado","Caça/Pesca,Mineração,Queimadas",Sim,Não,3,Sim,"BA,MG"
2603,Flora,Pteridófitas,Pteridaceae,Pteris congesta,Em Perigo (EN),EN,Mata Atlântica,"Plantação de Madereiras,Agropecuária,Poluição, Perda de Habitat/Degradação (Induzida por Humanos),Queimadas,Assentamento Humano: cidades",Sim,Sim,2,Sim,RJ
2604,Flora,Pteridófitas,Pteridaceae,Pteris limae,Criticamente em Perigo (CR),CR,Mata Atlântica,"Poluição, Perda de Habitat/Degradação (Induzida por Humanos),Plantação de Madereiras,Agropecuária",Sim,Não,2,Sim,"ES,RJ"
2605,Fauna,Aves,Procellariidae,Pterodroma arminjoniana,Criticamente em Perigo (CR),CR,Marinho,"Espécies Exóticas,Outras Atividades Econômicas: energia,Queimadas",Sim,Sim,2,Não,ES
2606,Fauna,Aves,Procellariidae,Pterodroma deserta,Criticamente em Perigo (CR),CR,Marinho,"Espécies Exóticas,Mudança na dinâmica das espécies nativas",Sim,Sim,2,Não,"AL,CE,ES,PB,PE,RJ,RN"
2607,Fauna,Aves,Procellariidae,Pterodroma incerta,Em Perigo (EN),EN,Marinho,"Desastres Naturais,Espécies Exóticas",Sim,Sim,1,Não,"AL,BA,PA,PR,RJ,RS,SC,SE,SP"
2608,Fauna,Aves,Procellariidae,Pterodroma madeira,Em Perigo (EN),EN,Marinho,"Espécies Exóticas,Transporte Diversos,Queimadas",Sim,Sim,1,Não,"CE,MA,PB,PI,RN"
2609,Flora,Angiospermas,Orchidaceae,Pteroglossa hilariana,Em Perigo (EN),EN,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Não,2,Sim,"DF,GO,SP"
2610,Fauna,Aves,Ramphastidae,Pteroglossus bitorquatus bitorquatus,Vulnerável (VU),VU,Amazônia,Agropecuária,Sim,Sim,3,Sim,"MA,PA"
2611,Fauna,Mamíferos,Mustelidae,Pteronura brasiliensis,Vulnerável (VU),VU,"Amazônia,Cerrado,Mata Atlântica,Pantanal","Caça/Pesca,Outras Atividades Econômicas: energia",Sim,Sim,4,Não,"AC,AM,AP,BA,DF,GO,MA,MG,MS,MT,PA,PR,RO,RR,SC,SP,TO"
2612,Fauna,Aves,Procellariidae,Puffinus lherminieri,Criticamente em Perigo (CR),CR,Marinho,Espécies Exóticas,Sim,Sim,2,Não,"ES,PE"
2613,Fauna,Aves,Strigidae,Pulsatrix perspicillata pulsatrix,Vulnerável (VU),VU,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,"BA,ES,MG,PR,RS,SC"
2614,Fauna,Mamíferos,Felidae,Puma concolor,Vulnerável (VU),VU,"Amazônia,Caatinga,Cerrado,Mata Atlântica,Pantanal","Agropecuária,Extração Florestal,Mineração,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,5,Não,"AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO"
2615,Fauna,Mamíferos,Felidae,Puma yagouarondi,Vulnerável (VU),VU,"Amazônia,Caatinga,Cerrado,Mata Atlântica,Pampa,Pantanal",Agropecuária,Sim,Sim,4,Não,"AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO"
2616,Fauna,Aves,Thamnophilidae,Pyriglena atra,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,2,Sim,"BA,SE"
2617,Fauna,Aves,Thamnophilidae,Pyriglena pernambucensis,Vulnerável (VU),VU,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,"AL,PB,PE"
2618,Fauna,Aves,Psittacidae,Pyrilia vulturina,Vulnerável (VU),VU,Amazônia,Agropecuária,Sim,Sim,5,Sim,"AM,MA,PA,TO"
2619,Fauna,Aves,Psittacidae,Pyrrhura cruentata,Vulnerável (VU),VU,"Caatinga,Mata Atlântica","Agropecuária,Assentamento Humano: cidades,Caça/Pesca",Sim,Sim,4,Sim,"BA,ES,MG,RJ,SP"
2620,Fauna,Aves,Psittacidae,Pyrrhura griseipectus,Em Perigo (EN),EN,"Caatinga,Mata Atlântica","Assentamento Humano: cidades,Espécies Exóticas,Caça/Pesca",Sim,Sim,4,Sim,"AL,CE,PB,PE,RN"
2621,Fauna,Aves,Psittacidae,Pyrrhura lepida,Vulnerável (VU),VU,"Amazônia,Cerrado","Agropecuária,Extração Florestal",Sim,Sim,4,Sim,"MA,MT,PA,TO"
2622,Fauna,Aves,Psittacidae,Pyrrhura lepida lepida,Vulnerável (VU),VU,"Amazônia,Cerrado",Agropecuária,Sim,Sim,4,Sim,"MA,MT,PA,TO"
2623,Fauna,Aves,Psittacidae,Pyrrhura leucotis,Vulnerável (VU),VU,Mata Atlântica,"Caça/Pesca,Extração Florestal",Sim,Sim,4,Não,"BA,ES,MG,RJ"
2624,Fauna,Aves,Psittacidae,Pyrrhura pfrimeri,Em Perigo (EN),EN,Cerrado,"Agropecuária,Extração Florestal,Queimadas",Sim,Sim,3,Sim,"BA,GO,TO"
2625,Flora,Angiospermas,Vochysiaceae,Qualea coerulea,Vulnerável (VU),VU,Amazônia,Vazio,Sim,Não,1,Sim,"MA,PA"
2626,Flora,Angiospermas,Vochysiaceae,Qualea magna,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,ES
2627,Flora,Angiospermas,Amaranthaceae,Quaternella glabratoides,Em Perigo (EN),EN,"Cerrado,Mata Atlântica,Pampa","Mineração,Extração Direta",Sim,Não,2,Sim,"DF,PR,RS,SP"
2628,Flora,Angiospermas,Bromeliaceae,Quesnelia kautskyi,Vulnerável (VU),VU,Mata Atlântica,Vazio,Sim,Não,2,Sim,"ES,MG"
2629,Flora,Angiospermas,Bromeliaceae,Quesnelia seideliana,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,RJ
2630,Flora,Angiospermas,Quillajaceae,Quillaja brasiliensis,Em Perigo (EN),EN,"Mata Atlântica,Pampa",Agropecuária,Sim,Sim,2,Não,"PR,RS,SC,SP"
2631,Fauna,Invertebrados Aquáticos,Spongillidae,Racekiela cavernicola,Criticamente em Perigo (CR),CR,"Caatinga,Mata Atlântica","Turismo/Recreação,Poluição",Sim,Não,3,Sim,BA
2632,Fauna,Peixes Continentais,Characidae,Rachoviscus crassiceps,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,"PR,SC,SP"
2633,Fauna,Peixes Continentais,Characidae,Rachoviscus graciliceps,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Barragens,Abastecimento/Drenagem",Sim,Sim,2,Sim,"BA,ES"
2634,Flora,Angiospermas,Poaceae,Raddia angustifolia,Criticamente em Perigo (CR),CR,Mata Atlântica,Vazio,Sim,Não,2,Sim,"BA,CE,PE,RJ,SE"
2635,Flora,Angiospermas,Poaceae,Raddia distichophylla,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,BA
2636,Flora,Angiospermas,Orchidaceae,Rauhiella silvana,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,ES,RJ"
2637,Flora,Angiospermas,Rutaceae,Raulinoa echinata,Vulnerável (VU),VU,Mata Atlântica,Barragens,Sim,Não,2,Sim,SC
2638,Flora,Angiospermas,Verbenaceae,Recordia reitzii,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,"SC,RS"
2639,Flora,Pteridófitas,Marsileaceae,Regnellidium diphyllum,Vulnerável (VU),VU,Pampa,Agropecuária,Sim,Sim,2,Informação não disponível,RS
2640,Flora,Angiospermas,Poaceae,Reitzia smithii,Vulnerável (VU),VU,Mata Atlântica,Vazio,Sim,Sim,2,Sim,"RS,SC,SP"
2641,Flora,Angiospermas,Zingiberaceae,Renealmia brasiliensis,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,MG,SC"
2642,Fauna,Peixes Continentais,Heptapteridae,Rhamdia jequitinhonha,Vulnerável (VU),VU,"Cerrado,Mata Atlântica","Mineração,Outras Atividades Econômicas: energia",Não,Sim,1,Sim,MG
2643,Fauna,Peixes Continentais,Heptapteridae,Rhamdiopsis krugi,Vulnerável (VU),VU,Cerrado,"Agropecuária,Turismo/Recreação",Sim,Não,2,Sim,BA
2644,Flora,Angiospermas,Rhamnaceae,Rhamnidium glabrum,Vulnerável (VU),VU,"Cerrado,Mata Atlântica",Vazio,Sim,Não,2,Informação não disponível,"MS,PR,RJ,RS,SC,SP"
2645,Fauna,Aves,Thamnophilidae,Rhegmatorhina gymnops,Vulnerável (VU),VU,Amazônia,Extração Florestal,Sim,Sim,4,Sim,"MT,PA"
2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Vulnerável (VU),VU,Marinho,Caça/Pesca,Sim,Sim,3,Não,"AL,AP,BA,CE,ES,MA,PA,PB,PE,PI,RJ,RN,SE"
2647,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos horkelii,Criticamente em Perigo (CR),CR,Marinho,"Caça/Pesca,Poluição",Sim,Sim,2,Não,"ES,PR,RJ,RS,SC,SP"
2648,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos lentiginosus,Vulnerável (VU),VU,Marinho,Caça/Pesca,Sim,Sim,2,Não,"AP,MA,PA"
2649,Fauna,Peixes Continentais,Characidae,Rhinopetitia potamorhachia,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,2,Sim,"MT,PA"
2650,Fauna,Peixes Marinhos,Myliobatidae,Rhinoptera brasiliensis,Criticamente em Perigo (CR),CR,Marinho,Caça/Pesca,Sim,Sim,2,Sim,"PR,RJ,RS,SC,SP"
2651,Fauna,Invertebrados Terrestres,Aeshnidae,Rhionaeschna eduardoi,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Agropecuária,Assentamento Humano: cidades,Mineração",Não,Não,0,Sim,MG
2652,Fauna,Mamíferos,Cricetidae,Rhipidomys cariri,Vulnerável (VU),VU,Caatinga,Agropecuária,Sim,Não,2,Sim,"BA,CE,PE"
2653,Fauna,Mamíferos,Cricetidae,Rhipidomys tribei,Em Perigo (EN),EN,Cerrado,"Agropecuária,Mineração",Sim,Não,1,Sim,MG
2654,Flora,Angiospermas,Cactaceae,Rhipsalis cereoides,Criticamente em Perigo (CR),CR,Mata Atlântica,"Espécies Invasoras,Assentamento Humano: cidades,Turismo/Recreação,Mineração,Queimadas,Desenvolvimento e Infraestrutura,Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,3,Sim,"ES,RJ"
2655,Flora,Angiospermas,Cactaceae,Rhipsalis pacheco-leonis,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,3,Sim,"ES,MG,RJ"
2656,Flora,Angiospermas,Cactaceae,Rhipsalis paradoxa subsp. septentrionalis,Em Perigo (EN),EN,"Caatinga,Mata Atlântica",Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Informação não disponível,"BA,ES,MG,PE"
2657,Flora,Angiospermas,Lauraceae,Rhodostemonodaphne capixabensis,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,"BA,ES"
2658,Flora,Angiospermas,Lauraceae,Rhodostemonodaphne parvifolia,Criticamente em Perigo (CR),CR,Amazônia,Assentamento Humano: cidades,Sim,Não,2,Informação não disponível,AM
2659,Flora,Angiospermas,Lauraceae,Rhodostemonodaphne recurva,Em Perigo (EN),EN,Amazônia,Desenvolvimento e Infraestrutura,Sim,Não,2,Informação não disponível,AM
