,Fauna/Flora,Grupo,Família,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
1330,Fauna,Peixes Continentais,Doradidae,VU,Cerrado,"Agropecuária,Outras Atividades Econômicas: energia",Não,Sim,1,Não,MT
1331,Flora,Angiospermas,Cactaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"MG,SP"
1332,Flora,Angiospermas,Malpighiaceae,EN,Cerrado,Vazio,Sim,Não,2,Informação não disponível,"MG,MS"
1332,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Informação não disponível,"MG,MS"
1333,Flora,Angiospermas,Cistaceae,EN,Mata Atlântica,"Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Extração Direta",Sim,Sim,2,Não,"PR,RS,SC"
1334,Fauna,Invertebrados Terrestres,Nymphalidae,EN,Mata Atlântica,"Agropecuária,Caça/Pesca,Mudança na dinâmica das espécies nativas",Sim,Sim,2,Sim,"BA,ES,MG,RJ"
1335,Fauna,Peixes Continentais,Loricariidae,EN,Mata Atlântica,Mineração,Não,Sim,1,Sim,SC
1336,Flora,Angiospermas,Apocynaceae,CR,Cerrado,"Turismo/Recreação,Assentamento Humano: cidades",Sim,Sim,2,Sim,MG
1337,Flora,Angiospermas,Apocynaceae,EN,Cerrado,Queimadas,Não,Sim,2,Informação não disponível,MG
1338,Flora,Angiospermas,Apocynaceae,CR,Cerrado,"Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,3,Informação não disponível,MG
1339,Flora,Angiospermas,Apocynaceae,CR,Cerrado,Vazio,Sim,Sim,3,Informação não disponível,MG
1340,Fauna,Peixes Continentais,Loricariidae,EN,Mata Atlântica,"Barragens,Abastecimento/Drenagem,Poluição",Sim,Sim,2,Sim,"MG,RJ,SP"
1341,Fauna,Aves,Rhynchocyclidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Mineração,Transporte Diversos",Sim,Sim,3,Sim,"BA,MG,RJ,SP"
1342,Fauna,Aves,Rhynchocyclidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,2,Sim,"AL,PB,PE,RN"
1343,Fauna,Aves,Rhynchocyclidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Mineração,Transporte Diversos",Sim,Sim,2,Sim,"PR,SC"
1344,Fauna,Aves,Rhynchocyclidae,VU,Caatinga,"Agropecuária,Assentamento Humano: cidades,Extração Florestal,Queimadas",Sim,Sim,3,Sim,"AL,CE,PB,PE"
1344,Fauna,Aves,Rhynchocyclidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Extração Florestal,Queimadas",Sim,Sim,3,Sim,"AL,CE,PB,PE"
1345,Fauna,Peixes Continentais,Characidae,CR,Mata Atlântica,"Espécies Exóticas,Outras Atividades Econômicas: energia",Não,Sim,1,Sim,MG
1346,Fauna,Peixes Continentais,Heptapteridae,CR/PEX,Mata Atlântica,Poluição,Não,Sim,1,Sim,SP
1347,Fauna,Invertebrados Terrestres,Papilionidae,EN,Cerrado,Agropecuária,Sim,Sim,3,Sim,"BA,PB,TO"
1347,Fauna,Invertebrados Terrestres,Papilionidae,EN,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,"BA,PB,TO"
1348,Fauna,Invertebrados Terrestres,Papilionidae,EN,Mata Atlântica,"Agropecuária,Espécies Exóticas,Mudança na dinâmica das espécies nativas",Não,Não,0,Sim,"ES,RJ"
1349,Fauna,Invertebrados Terrestres,Leptophlebiidae,EN,Mata Atlântica,Agropecuária,Sim,Não,1,Sim,ES
1350,Fauna,Invertebrados Terrestres,Leptophlebiidae,EN,Mata Atlântica,Agropecuária,Não,Não,0,Sim,ES
1351,Fauna,Invertebrados Terrestres,Leptophlebiidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Não,0,Sim,ES
1352,Fauna,Aves,Thamnophilidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,2,Sim,BA
1353,Flora,Angiospermas,Lamiaceae,VU,Mata Atlântica,"Queimadas,Extração Direta",#N/D,Não,1,Informação não disponível,RS
1354,Fauna,Invertebrados Terrestres,Heteragrionidae,EN,Cerrado,Agropecuária,Sim,Não,2,Sim,"ES,MG"
1354,Fauna,Invertebrados Terrestres,Heteragrionidae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,"ES,MG"
1355,Flora,Angiospermas,Asteraceae,CR,Cerrado,Mineração,Sim,Não,2,Sim,MG
1356,Flora,Angiospermas,Asteraceae,VU,Cerrado,"Espécies Invasoras,Queimadas, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Não,"MG,MS,SP"
1357,Fauna,Répteis,Gymnophthalmidae,VU,Cerrado,"Mineração,Turismo/Recreação,Poluição,Queimadas",Sim,Sim,2,Sim,MG
1357,Fauna,Répteis,Gymnophthalmidae,VU,Mata Atlântica,"Mineração,Turismo/Recreação,Poluição,Queimadas",Sim,Sim,2,Sim,MG
1358,Fauna,Répteis,Gymnophthalmidae,EN,Caatinga,Agropecuária,Não,Sim,1,Sim,BA
1359,Flora,Angiospermas,Araceae,VU,Amazônia,Extração de Não Madereiras,Sim,Não,2,Sim,"AC,AM,AP,BA,MA,MT,PA,PE,RR"
1359,Flora,Angiospermas,Araceae,VU,Mata Atlântica,Extração de Não Madereiras,Sim,Não,2,Sim,"AC,AM,AP,BA,MA,MT,PA,PE,RR"
1360,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,ES
1361,Flora,Angiospermas,Malpighiaceae,CR,Cerrado,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,BA
1362,Flora,Angiospermas,Malpighiaceae,CR,Mata Atlântica,Distribuição Restrita,Sim,Não,2,Sim,"BA,ES"
1363,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Sim,SP
1364,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1365,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,ES
1366,Flora,Angiospermas,Malpighiaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1367,Flora,Angiospermas,Malpighiaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"RJ,SP"
1368,Flora,Angiospermas,Malpighiaceae,VU,Cerrado,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"PR,RS,SC"
1369,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"ES,RJ"
1370,Flora,Angiospermas,Malpighiaceae,CR,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,MS
1371,Flora,Angiospermas,Malpighiaceae,EN,Cerrado,Agropecuária,Sim,Não,2,Sim,MT
1372,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,ES,RJ"
1373,Flora,Angiospermas,Malpighiaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,ES,PE"
1374,Flora,Angiospermas,Malpighiaceae,CR,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Distribuição Restrita",Sim,Não,2,Sim,RJ
1375,Flora,Angiospermas,Malpighiaceae,CR,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Distribuição Restrita",Sim,Não,2,Informação não disponível,RJ
1376,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,SP
1377,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,"Indústrias,Agropecuária,Distribuição Restrita",Sim,Não,2,Sim,SP
1378,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,Queimadas,Sim,Sim,2,Sim,RJ
1379,Flora,Angiospermas,Rubiaceae,CR,Cerrado,Turismo/Recreação,Não,Não,1,Sim,MG
1380,Flora,Angiospermas,Amaryllidaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Assentamento Humano: cidades,Barragens",Sim,Não,2,Não,"RS,SP"
1380,Flora,Angiospermas,Amaryllidaceae,VU,Pampa,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Assentamento Humano: cidades,Barragens",Sim,Não,2,Não,"RS,SP"
1381,Flora,Angiospermas,Amaryllidaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"ES,MG,RJ"
1382,Flora,Angiospermas,Amaryllidaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades",Sim,Sim,2,Sim,"RS,SC"
1383,Flora,Angiospermas,Amaryllidaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"DF,GO"
1384,Flora,Angiospermas,Amaryllidaceae,CR,Cerrado,Agropecuária,Sim,Não,2,Sim,GO
1385,Flora,Angiospermas,Amaryllidaceae,VU,Mata Atlântica,"Turismo/Recreação,Agropecuária,Queimadas",Sim,Sim,3,Sim,"MG,RJ,SP"
1386,Flora,Angiospermas,Amaryllidaceae,CR,Mata Atlântica,"Extração de Não Madereiras,Transporte Terrestre/Aéreo",Sim,Não,2,Sim,"SC,RS"
1387,Flora,Angiospermas,Amaryllidaceae,EN,Mata Atlântica,"Mineração,Extração Direta",Sim,Não,2,Sim,"MG,PR,SP"
1388,Flora,Angiospermas,Amaryllidaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Não,"DF,ES,MT,MS,MG,RJ,SC,SP"
1388,Flora,Angiospermas,Amaryllidaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Não,"DF,ES,MT,MS,MG,RJ,SC,SP"
1389,Flora,Angiospermas,Amaryllidaceae,EN,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,"PR,SC,RS"
1390,Flora,Angiospermas,Amaryllidaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"BA,SE,ES,MG,RJ,SP,PR,RS,SC"
1391,Flora,Angiospermas,Amaryllidaceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Não,"PR,SC"
1392,Fauna,Peixes Marinhos,Syngnathidae,VU,Marinho,"Agropecuária,Aquicultura,Assentamento Humano: cidades,Caça/Pesca,Poluição",Sim,Sim,2,Não,"AL,BA,CE,ES,PB,PE,PI,PR,RJ,RN,SC,SE,SP"
1393,Fauna,Peixes Marinhos,Syngnathidae,VU,Marinho,"Agropecuária,Aquicultura,Assentamento Humano: cidades,Caça/Pesca,Poluição",Sim,Sim,2,Não,"AL,BA,,ES,PE,PI,PR,RJ,SC,SE,SP"
1394,Fauna,Peixes Marinhos,Syngnathidae,VU,Marinho,"Agropecuária,Aquicultura,Assentamento Humano: cidades,Caça/Pesca,Poluição",Sim,Sim,2,Não,"AL,BA,CE,ES,MA,,PB,PE,PI,PR,RJ,RN,SC,SE,SP"
1395,Flora,Angiospermas,Malpighiaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,ES"
1396,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"PR,RJ,SP"
1397,Flora,Angiospermas,Chrysobalanaceae,EN,Mata Atlântica,"Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"AL,BA,ES"
1398,Flora,Angiospermas,Chrysobalanaceae,CR,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,ES
1399,Flora,Angiospermas,Chrysobalanaceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1400,Flora,Angiospermas,Malvaceae,EN,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"MT,MS,RS"
1400,Flora,Angiospermas,Malvaceae,EN,Pantanal,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"MT,MS,RS"
1401,Flora,Angiospermas,Orchidaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1402,Flora,Angiospermas,Asteraceae,EN,Caatinga,"Agropecuária,Queimadas,Extração de Madeira",Sim,Não,2,Informação não disponível,BA
1402,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Agropecuária,Queimadas,Extração de Madeira",Sim,Não,2,Informação não disponível,BA
1403,Flora,Angiospermas,Orchidaceae,EN,Cerrado,Turismo/Recreação,Sim,Sim,3,Sim,MG
1404,Flora,Angiospermas,Orchidaceae,EN,Cerrado,Mineração,Sim,Sim,3,Sim,MG
1405,Flora,Angiospermas,Orchidaceae,CR,Cerrado,Turismo/Recreação,Não,Não,2,Sim,MG
1406,Flora,Angiospermas,Orchidaceae,EN,Cerrado,Turismo/Recreação,Sim,Sim,3,Sim,MG
1407,Flora,Angiospermas,Orchidaceae,CR,Mata Atlântica,"Queimadas,Agropecuária,Mineração,Turismo/Recreação,Espécies Invasoras,Extração Direta",Sim,Não,2,Sim,ES
1408,Flora,Angiospermas,Orchidaceae,CR,Mata Atlântica,"Extração Direta,Mineração,Queimadas,Espécies Invasoras,Agropecuária,Mineração,Turismo/Recreação",Não,Não,2,Sim,ES
1409,Flora,Angiospermas,Orchidaceae,CR,Cerrado,Mineração,Não,Não,2,Sim,MG
1410,Flora,Angiospermas,Orchidaceae,EN,Mata Atlântica,"Mineração,Espécies Invasoras,Agropecuária,Turismo/Recreação,Extração Direta,Queimadas",Sim,Não,2,Sim,ES
1411,Flora,Angiospermas,Orchidaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,ES
1412,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,BA
1413,Flora,Angiospermas,Bromeliaceae,CR,Mata Atlântica,Vazio,Sim,Não,2,Sim,BA
1414,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1415,Fauna,Peixes Continentais,Characidae,EN,Mata Atlântica,Mineração,Sim,Sim,2,Sim,"RS,SC"
1415,Fauna,Peixes Continentais,Characidae,EN,Pampa,Mineração,Sim,Sim,2,Sim,"RS,SC"
1416,Fauna,Anfíbios,Craugastoridae,CR,Mata Atlântica,Ameaça Desconhecida,Sim,Sim,4,Sim,"MG,RJ"
1417,Fauna,Anfíbios,Craugastoridae,EN,Mata Atlântica,Ameaça Desconhecida,Sim,Sim,4,Sim,"MG,RJ,SP"
1418,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,"Agropecuária,Espécies Invasoras",Sim,Não,2,Não,"RS,SC"
1419,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,"Agropecuária,Espécies Invasoras",Não,Não,1,Informação não disponível,"SC,RS"
1420,Fauna,Invertebrados Terrestres,Coenagrionidae,VU,Cerrado,"Agropecuária,Assentamento Humano: cidades",Sim,Não,2,Não,SP
1420,Fauna,Invertebrados Terrestres,Coenagrionidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Não,2,Não,SP
1421,Fauna,Répteis,Phyllodactylidae,VU,Pampa,"Agropecuária,Mudança na dinâmica das espécies nativas",Sim,Sim,2,Não,RS
1422,Fauna,Peixes Continentais,Loricariidae,EN,Amazônia,"Caça/Pesca,Outras Atividades Econômicas: energia",Sim,Sim,2,Sim,PA
1423,Flora,Angiospermas,Annonaceae,CR,Mata Atlântica,"Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,RJ
1424,Flora,Angiospermas,Annonaceae,EN,Mata Atlântica,"Extração de Madeira,Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Não,2,Sim,BA
1425,Flora,Angiospermas,Annonaceae,EN,Mata Atlântica,"Agropecuária,Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,BA
1426,Flora,Angiospermas,Orchidaceae,EN,Mata Atlântica,Queimadas,Sim,Não,3,Sim,"ES,PR,RJ,SP"
1427,Flora,Angiospermas,Melastomataceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1428,Flora,Angiospermas,Melastomataceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1429,Flora,Angiospermas,Melastomataceae,EN,Cerrado,Vazio,Sim,Sim,2,Sim,MG
1430,Flora,Angiospermas,Humiriaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1431,Fauna,Invertebrados Terrestres,Nymphalidae,CR/PEX,Cerrado,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,"ES,MG,RJ"
1431,Fauna,Invertebrados Terrestres,Nymphalidae,CR/PEX,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,"ES,MG,RJ"
1432,Fauna,Invertebrados Terrestres,Nymphalidae,CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,NaN
1433,Flora,Angiospermas,Violaceae,CR,Caatinga,Agropecuária,Sim,Não,2,Sim,"BA,MG"
1434,Flora,Angiospermas,Araliaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Queimadas,Extração de Madeira",Sim,Não,2,Informação não disponível,"PR,RJ,RS,SC,SP,"
1435,Fauna,Répteis,Dipsadidae,EN,Cerrado,"Assentamento Humano: cidades,Outras Atividades Econômicas: energia",Sim,Sim,2,Sim,NaN
1436,Fauna,Aves,Caprimulgidae,VU,Cerrado,Queimadas,Sim,Sim,3,Não,"GO,ES,MG,MS,MT,RJ,SP"
1437,Fauna,Aves,Dendrocolaptidae,VU,Amazônia,"Agropecuária,Queimadas",Sim,Sim,3,Sim,"MT,PA"
1438,Fauna,Aves,Grallariidae,VU,Amazônia,Agropecuária,Sim,Sim,3,Sim,PA
1439,Fauna,Aves,Vireonidae,VU,Amazônia,Agropecuária,Sim,Sim,2,Sim,"MA,MT,PA,TO"
1440,Flora,Angiospermas,Fabaceae,VU,Amazônia,Extração de Madeira,Sim,Não,2,Não,"AC,AM,PA,RO,RR,MA,PI,MT"
1441,Flora,Angiospermas,Fabaceae,VU,Amazônia,Extração Direta,Sim,Não,2,Sim,"AM,PA"
1442,Flora,Pteridófitas,Hymenophyllaceae,CR,Mata Atlântica,"Assentamento Humano: cidades,Queimadas",Sim,Não,2,Sim,RJ
1443,Flora,Pteridófitas,Hymenophyllaceae,CR,Mata Atlântica,Mineração,Sim,Não,2,Sim,MG
1444,Fauna,Peixes Continentais,Loricariidae,CR,Amazônia,"Caça/Pesca,Outras Atividades Econômicas: energia",Não,Sim,2,Sim,PA
1445,Flora,Angiospermas,Lamiaceae,CR,Cerrado,Vazio,Sim,Sim,2,Sim,GO
1446,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Sim,2,Sim,GO
1447,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Não,2,Sim,MT
1448,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Sim,3,Sim,GO
1449,Flora,Angiospermas,Hypericaceae,VU,Cerrado,Plantação de Madereiras,Sim,Sim,2,Não,"MG,PR,RS,SC,SP"
1449,Flora,Angiospermas,Hypericaceae,VU,Mata Atlântica,Plantação de Madereiras,Sim,Sim,2,Não,"MG,PR,RS,SC,SP"
1450,Fauna,Peixes Continentais,Characidae,EN,Cerrado,Assentamento Humano: cidades,Sim,Sim,2,Sim,"DF,GO"
1451,Fauna,Peixes Continentais,Characidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Poluição",Não,Sim,1,Sim,SP
1452,Fauna,Peixes Continentais,Characidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Poluição",Sim,Sim,2,Sim,"RJ,SP"
1453,Fauna,Invertebrados Terrestres,Vesperidae,VU,Caatinga,"Agropecuária,Caça/Pesca",Sim,Não,1,Sim,"BA,MG"
1453,Fauna,Invertebrados Terrestres,Vesperidae,VU,Cerrado,"Agropecuária,Caça/Pesca",Sim,Não,1,Sim,"BA,MG"
1454,Fauna,Aves,Thamnophilidae,VU,Amazônia,Agropecuária,Sim,Sim,4,Não,"MT,RO"
1455,Flora,Angiospermas,Cyperaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1456,Flora,Angiospermas,Cyperaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades",Sim,Não,2,Informação não disponível,BA
1457,Flora,Angiospermas,Cyperaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Informação não disponível,"BA,ES"
1458,Flora,Angiospermas,Cyperaceae,EN,Amazônia,"Perda de Habitat/Degradação (Induzida por Humanos),Extração para Combustível",Não,Não,1,Sim,PA
1458,Flora,Angiospermas,Cyperaceae,EN,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Extração para Combustível",Não,Não,1,Sim,PA
1459,Fauna,Peixes Continentais,Anostomidae,EN,Mata Atlântica,"Espécies Exóticas,Barragens,Abastecimento/Drenagem,Poluição",Sim,Sim,3,Sim,"ES,MG,SP"
1460,Fauna,Peixes Marinhos,Epinephelidae,EN,Marinho,Caça/Pesca,Sim,Sim,3,Não,"BA,ES,PR,RJ,RS,SC,SP"
1461,Fauna,Peixes Marinhos,Epinephelidae,VU,Marinho,Caça/Pesca,Sim,Sim,3,Não,"AL,BA,CE,ES,PB,PE,PR,RJ,RN,RS,SC,SE,SP"
1462,Fauna,Invertebrados Terrestres,Streptaxidae,VU,Mata Atlântica,"Assentamento Humano: cidades,Desastres Naturais,Queimadas",Não,Não,0,Sim,RJ
1463,Fauna,Anfíbios,Hylidae,VU,Mata Atlântica,"Agropecuária,Outras Atividades Econômicas: energia",Sim,Sim,2,Não,"RS,SC"
1464,Fauna,Anfíbios,Hylidae,CR/PEX,Mata Atlântica,Poluição,Sim,Sim,4,Sim,SP
1465,Fauna,Anfíbios,Hylidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,2,Sim,"PR,SC"
1466,Fauna,Peixes Continentais,Rivulidae,VU,Caatinga,Caça/Pesca,Não,Não,1,Sim,BA
1467,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,MG
1468,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,Agropecuária,Não,Sim,1,Sim,MG
1469,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,"Agropecuária,Caça/Pesca",Não,Não,1,Sim,GO
1470,Fauna,Peixes Continentais,Rivulidae,CR,Caatinga,Caça/Pesca,Não,Não,1,Sim,BA
1471,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,Agropecuária,Não,Não,1,Sim,MG
1472,Fauna,Peixes Continentais,Rivulidae,EN,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,2,Sim,GO
1473,Fauna,Peixes Continentais,Rivulidae,CR,Caatinga,Agropecuária,Não,Não,1,Sim,PE
1473,Fauna,Peixes Continentais,Rivulidae,CR,Mata Atlântica,Agropecuária,Não,Não,1,Sim,PE
1474,Fauna,Peixes Continentais,Rivulidae,CR,Caatinga,"Agropecuária,Caça/Pesca,Indústrias",Não,Sim,1,Sim,BA
1474,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,"Agropecuária,Caça/Pesca,Indústrias",Não,Sim,1,Sim,BA
1475,Fauna,Peixes Continentais,Rivulidae,CR,Caatinga,"Agropecuária,Caça/Pesca,Indústrias",Não,Sim,1,Sim,BA
1475,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,"Agropecuária,Caça/Pesca,Indústrias",Não,Sim,1,Sim,BA
1476,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,Agropecuária,Não,Não,1,Sim,MG
1477,Fauna,Peixes Continentais,Rivulidae,VU,Caatinga,Transporte Diversos,Não,Não,1,Sim,NaN
1478,Fauna,Peixes Continentais,Rivulidae,VU,Caatinga,Agropecuária,Não,Não,1,Sim,NaN
1479,Fauna,Peixes Continentais,Rivulidae,EN,Caatinga,Agropecuária,Sim,Sim,2,Sim,"BA,MG"
1479,Fauna,Peixes Continentais,Rivulidae,EN,Cerrado,Agropecuária,Sim,Sim,2,Sim,"BA,MG"
1480,Fauna,Peixes Continentais,Rivulidae,CR,Caatinga,Caça/Pesca,Não,Não,1,Sim,BA
1481,Fauna,Peixes Continentais,Rivulidae,CR,Caatinga,Assentamento Humano: cidades,Não,Não,1,Sim,MG
1481,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,Assentamento Humano: cidades,Não,Não,1,Sim,MG
1482,Fauna,Peixes Continentais,Rivulidae,VU,Caatinga,Agropecuária,Não,Não,1,Sim,NaN
1483,Fauna,Peixes Continentais,Rivulidae,VU,Caatinga,Agropecuária,Não,Não,1,Sim,NaN
1484,Fauna,Peixes Continentais,Rivulidae,CR,Caatinga,Agropecuária,Não,Não,1,Sim,MG
1485,Fauna,Peixes Continentais,Rivulidae,EN,Caatinga,Agropecuária,Sim,Sim,2,Sim,"BA,MG"
1485,Fauna,Peixes Continentais,Rivulidae,EN,Cerrado,Agropecuária,Sim,Sim,2,Sim,"BA,MG"
1486,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,Agropecuária,Não,Sim,1,Sim,NaN
1487,Fauna,Peixes Continentais,Rivulidae,VU,Caatinga,"Agropecuária,Caça/Pesca",Não,Não,1,Sim,NaN
1487,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,"Agropecuária,Caça/Pesca",Não,Não,1,Sim,NaN
1488,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,"Agropecuária,Outras Atividades Econômicas: energia",Não,Sim,1,Sim,NaN
1489,Fauna,Peixes Continentais,Rivulidae,EN,Cerrado,Agropecuária,Não,Não,1,Sim,MG
1490,Fauna,Peixes Continentais,Rivulidae,EN,Cerrado,"Barragens,Abastecimento/Drenagem,Transporte Diversos",Sim,Sim,2,Sim,GO
1491,Fauna,Peixes Continentais,Rivulidae,VU,Caatinga,Agropecuária,Não,Não,1,Sim,NaN
1491,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,Agropecuária,Não,Não,1,Sim,NaN
1492,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,Transporte Diversos,Não,Sim,1,Sim,NaN
1493,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,Agropecuária,Não,Sim,1,Sim,MG
1494,Fauna,Peixes Continentais,Rivulidae,EN,Cerrado,Assentamento Humano: cidades,Não,Sim,1,Sim,MG
1495,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,Agropecuária,Não,Não,1,Sim,MA
